,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Harga Beras,8 726,8 778,8 687,8 583,8 537,8 554,8 606,8 635,8 624,8 624,8 655,8 702,8 643
