,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Harga Beras,6 702,6 888,6 854,6 761,6 772,6 873,7 026,7 318,7 351,7 391,7 457,7 617,7 084
