,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Harga Beras,12 211,12 222,12 124,12 019,12 008,12 009,12 021,12 018,12 050,12 108,12 120,12 183,12 091
