,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Harga Beras,7 853,7 612,7 371,7 199,7 233,7 463,7 899,8 152,8 255,8 416,8 496,8 726,7 890
