,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Harga Beras,11 579,11 571,11 494,11 449,11 465,11 465,11 448,11 411,11 482,11 552,11 665,11 838,11 535
